Test Size,Model,Accuracy,Runtime
0.2,AutoSklearn2Classifier(memory_limit=4096, metric=accuracy, n_jobs=-1,
                       per_run_time_limit=12, time_left_for_this_task=30),0.9897942386831277,13.603952477999997
0.4,AutoSklearn2Classifier(memory_limit=4096, metric=accuracy, n_jobs=-1,
                       per_run_time_limit=12, time_left_for_this_task=30),0.9893004115226337,21.807990233777772
