model_id,rank,ensemble_weight,type,cost,duration
2,1,0.04,random_forest,0.0,4.744584083557129
3,2,0.04,gradient_boosting,0.0,17.39756441116333
44,3,0.04,random_forest,0.0,11.512672662734985
7,4,0.04,random_forest,0.0,61.15567708015442
8,5,0.04,gradient_boosting,0.0,23.40855836868286
25,6,0.04,random_forest,0.0,6.9177165031433105
24,7,0.06,random_forest,0.0,32.83122992515564
13,8,0.04,gradient_boosting,0.0,7.1578309535980225
20,9,0.06,random_forest,0.0,6.577253818511963
19,10,0.04,gradient_boosting,0.0,9.687408685684204
33,11,0.02,lda,0.001122334455667784,2.0740890502929688
21,12,0.02,random_forest,0.001122334455667784,6.826411962509155
14,13,0.04,mlp,0.001122334455667784,4.9669349193573
4,14,0.04,random_forest,0.001122334455667784,5.342051982879639
17,15,0.02,gradient_boosting,0.002244668911335568,3.3983819484710693
11,16,0.02,lda,0.002244668911335568,23.25726819038391
26,17,0.02,random_forest,0.002244668911335568,3.3659021854400635
39,18,0.02,lda,0.002244668911335568,2.7907938957214355
35,19,0.04,extra_trees,0.002244668911335568,4.829400300979614
46,20,0.02,sgd,0.0033670033670033517,3.1016855239868164
23,21,0.04,random_forest,0.0033670033670033517,7.915893316268921
9,22,0.04,mlp,0.0033670033670033517,10.348017692565918
47,23,0.02,sgd,0.004489337822671136,5.911604642868042
43,24,0.02,lda,0.0056116722783389195,2.5205583572387695
29,25,0.02,sgd,0.007856341189674487,3.134752035140991
36,26,0.04,k_nearest_neighbors,0.008978675645342271,3.5616233348846436
18,27,0.02,passive_aggressive,0.011223344556677839,2.025228261947632
32,28,0.02,mlp,0.29854096520763185,20.49670100212097
40,29,0.04,decision_tree,0.6677890011223344,2.5308666229248047
10,30,0.04,libsvm_svc,0.7059483726150393,3.273632287979126
34,1,0.04,random_forest,0.0,4.594497203826904
5,2,0.04,random_forest,0.0,5.093158483505249
8,3,0.04,random_forest,0.0,60.32918405532837
27,4,0.06,random_forest,0.0,5.4926159381866455
3,5,0.02,random_forest,0.001122334455667784,4.641631841659546
