Test Size,Model,Accuracy,Runtime
0.4,AutoSklearn2Classifier(memory_limit=4096, metric=accuracy, n_jobs=-1,
                       per_run_time_limit=12, time_left_for_this_task=30),0.9417283950617283,13.88908158633333
