model_id,rank,ensemble_weight,type,cost,duration
67,1,0.04,gradient_boosting,0.02370370370370372,12.365929126739502
48,2,0.02,gradient_boosting,0.02592592592592591,18.432746410369873
45,3,0.02,gradient_boosting,0.025925925925925956,11.809388875961304
62,4,0.02,gradient_boosting,0.026296296296296286,11.324720859527588
3,5,0.02,extra_trees,0.02962962962962961,7.324120044708252
15,6,0.08,random_forest,0.031111111111111114,7.424599647521973
29,7,0.02,random_forest,0.03222222222222224,8.064716339111328
2,8,0.02,gradient_boosting,0.0325925925925926,11.478777170181274
7,9,0.02,gradient_boosting,0.03296296296296297,7.864498138427734
8,10,0.02,mlp,0.03481481481481479,57.296204566955566
61,11,0.3,gradient_boosting,0.03481481481481481,24.16788387298584
64,12,0.24,gradient_boosting,0.037407407407407424,16.997565269470215
33,13,0.06,passive_aggressive,0.0459259259259259,7.230524778366089
21,14,0.02,sgd,0.04629629629629633,7.294123411178589
44,15,0.02,random_forest,0.051851851851851864,7.071188688278198
4,1,0.02,extra_trees,0.01074074074074074,23.13166904449463
61,2,0.08,gradient_boosting,0.012222222222222245,7.727345705032349
10,3,0.02,gradient_boosting,0.0125925925925926,8.871325492858887
65,4,0.02,gradient_boosting,0.012962962962962956,11.588245153427124
9,5,0.02,mlp,0.012962962962963,57.40258431434631
6,6,0.02,gradient_boosting,0.013703703703703708,12.002177476882935
28,7,0.12,extra_trees,0.013703703703703728,6.95188570022583
17,8,0.14,extra_trees,0.014074074074074083,9.523868322372437
3,9,0.02,gradient_boosting,0.015555555555555567,11.709987878799438
35,10,0.06,random_forest,0.016666666666666677,7.11948299407959
49,11,0.02,random_forest,0.02148148148148146,11.362520694732666
25,12,0.02,extra_trees,0.022222222222222233,7.86514139175415
36,13,0.04,random_forest,0.02333333333333334,5.883044004440308
59,14,0.06,gradient_boosting,0.02370370370370372,9.620155096054077
63,15,0.04,random_forest,0.024814814814814824,6.970715045928955
64,16,0.04,mlp,0.030370370370370384,18.36972951889038
48,17,0.04,extra_trees,0.034444444444444416,5.951174736022949
22,18,0.02,sgd,0.03518518518518519,6.942235231399536
69,1,0.02,gradient_boosting,0.0014814814814814838,8.774634599685669
18,2,0.06,extra_trees,0.0014814814814814838,27.309340238571167
45,3,0.02,gradient_boosting,0.0014814814814814838,8.302879810333252
51,4,0.02,gradient_boosting,0.001481481481481506,8.889475107192993
67,5,0.02,gradient_boosting,0.001851851851851838,12.01794719696045
