File,Model,Accuracy,Std Dev,,,
b100d100.csv,GradientBoostingClassifier(),0.998518519,0.001385799,,,
b100d30.csv,GradientBoostingClassifier(),0.995185185,0.005443311,,,
b5000d10.csv,GradientBoostingClassifier(),0.968518519,0.042131156,,,
b5000d100.csv,GradientBoostingClassifier(),0.985555556,0.017700449,,,
b5000d30.csv,GradientBoostingClassifier(),0.977777778,0.040791215,,,
b1000d10.csv,LinearSVC(),0.712222222,0.079458041,,,
b1000d100.csv,LinearSVC(),0.858148148,0.108794366,,,
b1000d30.csv,LinearSVC(),0.785185185,0.05993824,,,
b100d10.csv,LinearSVC(),0.647037037,0.043581121,,,
b100d100.csv,LinearSVC(),0.784814815,0.210262753,,,
b100d30.csv,LinearSVC(),0.811111111,0.093726392,,,
b5000d10.csv,LinearSVC(),0.66,0.06881916,,,
b5000d100.csv,LinearSVC(),0.752592593,0.138350066,,,
b5000d30.csv,LinearSVC(),0.736666667,0.074842313,,,
b1000d10.csv,LinearSVC(),0.656296296,0.117889535,,,
b1000d100.csv,LinearSVC(),0.91962963,0.094241612,,,
b1000d30.csv,LinearSVC(),0.850740741,0.057109142,,,
b100d10.csv,LinearSVC(),0.649259259,0.036318965,,,
b100d100.csv,LinearSVC(),0.770740741,0.159781229,,,
b100d30.csv,LinearSVC(),0.873703704,0.072335144,,,
b5000d10.csv,LinearSVC(),0.685555556,0.100706694,,,
b5000d100.csv,LinearSVC(),0.726666667,0.123997212,,,
b5000d30.csv,LinearSVC(),0.824814815,0.064017316,,,
b1000d10.csv,LinearSVC(),0.676296296,0.063282414,,,
b1000d100.csv,LinearSVC(),0.748518519,0.133679592,,,
b1000d30.csv,LinearSVC(),0.808888889,0.064601766,,,
b100d10.csv,LinearSVC(),0.652962963,0.022638084,,,
b100d100.csv,LinearSVC(),0.855555556,0.082385557,,,
b100d30.csv,LinearSVC(),0.835555556,0.076653246,,,
b5000d10.csv,LinearSVC(),0.671111111,0.105874113,,,
b5000d100.csv,LinearSVC(),0.768518519,0.151883466,,,
b5000d30.csv,LinearSVC(),0.73037037,0.150311063,,,
b1000d10.csv,LinearSVC(),0.75962963,0.057262661,,,
b1000d100.csv,LinearSVC(),0.872592593,0.063993741,,,
b1000d30.csv,LinearSVC(),0.687037037,0.171061401,,,
b100d10.csv,LinearSVC(),0.642962963,0.047710259,,,
b100d100.csv,LinearSVC(),0.90037037,0.04172876,,,
b100d30.csv,LinearSVC(),0.881111111,0.066019492,,,
b5000d10.csv,LinearSVC(),0.673703704,0.083414775,,,
b5000d100.csv,LinearSVC(),0.81,0.0477706,,,
b5000d30.csv,LinearSVC(),0.751851852,0.093109667,,,
b1000d10.csv,LinearSVC(),0.757037037,0.054299378,,,
b1000d100.csv,LinearSVC(),0.772222222,0.060779121,,,
b1000d30.csv,LinearSVC(),0.747777778,0.103527628,,,
b100d10.csv,LinearSVC(),0.645185185,0.056420428,,,
b100d100.csv,LinearSVC(),0.941481481,0.027256844,,,
b100d30.csv,LinearSVC(),0.831851852,0.022540925,,,
b5000d10.csv,LinearSVC(),0.661111111,0.096417303,,,
b5000d100.csv,LinearSVC(),0.769259259,0.084242774,,,
b5000d30.csv,LinearSVC(),0.844074074,0.07275115,,,
b1000d10.csv,MLPClassifier(),0.784444444,0.059784707,,,
b1000d100.csv,MLPClassifier(),0.714814815,0.052325876,,,
b1000d30.csv,MLPClassifier(),0.774074074,0.041292559,,,
b100d10.csv,MLPClassifier(),0.649259259,0.02302858,,,
b100d100.csv,MLPClassifier(),0.747777778,0.084776799,,,
b100d30.csv,MLPClassifier(),0.789259259,0.06541416,,,
b5000d10.csv,MLPClassifier(),0.731111111,0.097797417,,,
b5000d100.csv,MLPClassifier(),0.772962963,0.052136783,,,
b5000d30.csv,MLPClassifier(),0.682592593,0.075155075,,,
b1000d10.csv,MLPClassifier(),0.704444444,0.063338748,,,
b1000d100.csv,MLPClassifier(),0.734814815,0.034134407,,,
b1000d30.csv,MLPClassifier(),0.735555556,0.07323038,,,
b100d10.csv,MLPClassifier(),0.608518519,0.042915044,,,
b100d100.csv,MLPClassifier(),0.731851852,0.169750887,,,
b100d30.csv,MLPClassifier(),0.755185185,0.08695741,,,
b5000d10.csv,MLPClassifier(),0.724074074,0.131640488,,,
b5000d100.csv,MLPClassifier(),0.801111111,0.087132336,,,
b5000d30.csv,MLPClassifier(),0.688888889,0.09969776,,,
b1000d10.csv,MLPClassifier(),0.701851852,0.09150472,,,
b1000d100.csv,MLPClassifier(),0.684444444,0.163112726,,,
b1000d30.csv,MLPClassifier(),0.753333333,0.072835949,,,
b100d10.csv,MLPClassifier(),0.608518519,0.012035612,,,
b100d100.csv,MLPClassifier(),0.757037037,0.070985615,,,
b100d30.csv,MLPClassifier(),0.708888889,0.063076151,,,
b5000d10.csv,MLPClassifier(),0.753333333,0.039150794,,,
b5000d100.csv,MLPClassifier(),0.669259259,0.089140077,,,
b5000d30.csv,MLPClassifier(),0.70037037,0.061255721,,,
b1000d10.csv,MLPClassifier(),0.735555556,0.070491124,,,
b1000d100.csv,MLPClassifier(),0.721481481,0.021423933,,,
b1000d30.csv,MLPClassifier(),0.717777778,0.099232998,,,
b100d10.csv,MLPClassifier(),0.625555556,0.034494189,,,
b100d100.csv,MLPClassifier(),0.694444444,0.078103375,,,
b100d30.csv,MLPClassifier(),0.747037037,0.071947245,,,
b5000d10.csv,MLPClassifier(),0.784814815,0.082696331,,,
b5000d100.csv,MLPClassifier(),0.773333333,0.093767362,,,
b5000d30.csv,MLPClassifier(),0.664444444,0.036914612,,,
b1000d10.csv,MLPClassifier(),0.738518519,0.070403501,,,
b1000d100.csv,MLPClassifier(),0.715555556,0.12491204,,,
b1000d30.csv,MLPClassifier(),0.768518519,0.097752522,,,
b100d10.csv,MLPClassifier(),0.56962963,0.054263999,,,
b100d100.csv,MLPClassifier(),0.662592593,0.064506143,,,
b100d30.csv,MLPClassifier(),0.83,0.035954551,,,
b5000d10.csv,MLPClassifier(),0.793703704,0.064263262,,,
b5000d100.csv,MLPClassifier(),0.813333333,0.053137501,,,
b5000d30.csv,MLPClassifier(),0.716666667,0.110808229,,,
File,Model,Accuracy,Std Dev,,,
File,Model,Accuracy,Std Dev,,,
File,Model,Accuracy,Std Dev,,,
File,Model,Accuracy,Std Dev,,,
b1000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b1000d100.csv,RandomForestClassifier(),0.998888889,0.001481481,,,
b1000d30.csv,RandomForestClassifier(),0.997777778,0.002721655,,,
b100d10.csv,RandomForestClassifier(),0.997407407,0.001888526,,,
b100d100.csv,RandomForestClassifier(),1,0,,,
b100d30.csv,RandomForestClassifier(),0.998518519,0.002159612,,,
b5000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b5000d100.csv,RandomForestClassifier(),0.997777778,0.004444444,,,
b5000d30.csv,RandomForestClassifier(),0.998888889,0.001481481,,,
b1000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b1000d100.csv,RandomForestClassifier(),0.998888889,0.001481481,,,
b1000d30.csv,RandomForestClassifier(),0.997777778,0.002721655,,,
b100d10.csv,RandomForestClassifier(),0.998148148,0.002028602,,,
b100d100.csv,RandomForestClassifier(),1,0,,,
b100d30.csv,RandomForestClassifier(),0.999259259,0.000907218,,,
b5000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b5000d100.csv,RandomForestClassifier(),0.998518519,0.002962963,,,
b5000d30.csv,RandomForestClassifier(),0.999259259,0.001481481,,,
b1000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b1000d100.csv,RandomForestClassifier(),0.998888889,0.001481481,,,
b1000d30.csv,RandomForestClassifier(),0.997777778,0.002721655,,,
b100d10.csv,RandomForestClassifier(),0.997037037,0.002222222,,,
b100d100.csv,RandomForestClassifier(),1,0,,,
b100d30.csv,RandomForestClassifier(),0.997777778,0.002721655,,,
b5000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b5000d100.csv,RandomForestClassifier(),0.998518519,0.002962963,,,
b5000d30.csv,RandomForestClassifier(),0.998888889,0.001481481,,,
b1000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b1000d100.csv,RandomForestClassifier(),0.998888889,0.000907218,,,
b1000d30.csv,RandomForestClassifier(),0.998148148,0.002342428,,,
b100d10.csv,RandomForestClassifier(),0.998148148,0.001656347,,,
b100d100.csv,RandomForestClassifier(),1,0,,,
b100d30.csv,RandomForestClassifier(),0.999259259,0.001481481,,,
b5000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b5000d100.csv,RandomForestClassifier(),0.998148148,0.003703704,,,
b5000d30.csv,RandomForestClassifier(),0.998888889,0.001481481,,,
b1000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b1000d100.csv,RandomForestClassifier(),0.998888889,0.001481481,,,
b1000d30.csv,RandomForestClassifier(),0.997777778,0.002721655,,,
b100d10.csv,RandomForestClassifier(),0.997037037,0.002222222,,,
b100d100.csv,RandomForestClassifier(),1,0,,,
b100d30.csv,RandomForestClassifier(),0.999259259,0.001481481,,,
b5000d10.csv,RandomForestClassifier(),0.99962963,0.000740741,,,
b5000d100.csv,RandomForestClassifier(),0.998148148,0.003703704,,,
b5000d30.csv,RandomForestClassifier(),0.999259259,0.001481481,,,
