Trained On,Tested On,Model,Accuracy,,,
b5000d30.csv,GradientBoostingClassifier(),b5000d10.csv,1,,,
b5000d30.csv,GradientBoostingClassifier(),b5000d100.csv,0.950740741,,,
b1000d10.csv,LinearSVC(),b1000d100.csv,0.218888889,,,
b1000d10.csv,LinearSVC(),b1000d30.csv,0.212962963,,,
b1000d10.csv,LinearSVC(),b100d10.csv,0.356296296,,,
b1000d10.csv,LinearSVC(),b100d100.csv,0.225925926,,,
b1000d10.csv,LinearSVC(),b100d30.csv,0.181481481,,,
b1000d10.csv,LinearSVC(),b5000d10.csv,0.965925926,,,
b1000d10.csv,LinearSVC(),b5000d100.csv,0.225925926,,,
b1000d10.csv,LinearSVC(),b5000d30.csv,0.201111111,,,
b1000d100.csv,LinearSVC(),b1000d10.csv,0.528518519,,,
b1000d100.csv,LinearSVC(),b1000d30.csv,0.523333333,,,
b1000d100.csv,LinearSVC(),b100d10.csv,0.335185185,,,
b1000d100.csv,LinearSVC(),b100d100.csv,0.76,,,
b1000d100.csv,LinearSVC(),b100d30.csv,0.442222222,,,
b1000d100.csv,LinearSVC(),b5000d10.csv,0.54037037,,,
b1000d100.csv,LinearSVC(),b5000d100.csv,0.962592593,,,
b1000d100.csv,LinearSVC(),b5000d30.csv,0.487777778,,,
b1000d30.csv,LinearSVC(),b1000d10.csv,0.618888889,,,
b1000d30.csv,LinearSVC(),b1000d100.csv,0.492222222,,,
b1000d30.csv,LinearSVC(),b100d10.csv,0.417037037,,,
b1000d30.csv,LinearSVC(),b100d100.csv,0.34,,,
b1000d30.csv,LinearSVC(),b100d30.csv,0.668518519,,,
b1000d30.csv,LinearSVC(),b5000d10.csv,0.588888889,,,
b1000d30.csv,LinearSVC(),b5000d100.csv,0.452222222,,,
b1000d30.csv,LinearSVC(),b5000d30.csv,0.985185185,,,
b100d10.csv,LinearSVC(),b1000d10.csv,0.478148148,,,
b100d10.csv,LinearSVC(),b1000d100.csv,0.305555556,,,
b100d10.csv,LinearSVC(),b1000d30.csv,0.230740741,,,
b100d10.csv,LinearSVC(),b100d100.csv,0.188148148,,,
b100d10.csv,LinearSVC(),b100d30.csv,0.24037037,,,
b100d10.csv,LinearSVC(),b5000d10.csv,0.518888889,,,
b100d10.csv,LinearSVC(),b5000d100.csv,0.312592593,,,
b100d10.csv,LinearSVC(),b5000d30.csv,0.194814815,,,
b100d100.csv,LinearSVC(),b1000d10.csv,0.512962963,,,
b100d100.csv,LinearSVC(),b1000d100.csv,0.965555556,,,
b100d100.csv,LinearSVC(),b1000d30.csv,0.442962963,,,
b100d100.csv,LinearSVC(),b100d10.csv,0.646296296,,,
b100d100.csv,LinearSVC(),b100d30.csv,0.870740741,,,
b100d100.csv,LinearSVC(),b5000d10.csv,0.498148148,,,
b100d100.csv,LinearSVC(),b5000d100.csv,0.820740741,,,
b100d100.csv,LinearSVC(),b5000d30.csv,0.41037037,,,
b100d30.csv,LinearSVC(),b1000d10.csv,0.481111111,,,
b100d30.csv,LinearSVC(),b1000d100.csv,0.333333333,,,
b100d30.csv,LinearSVC(),b1000d30.csv,0.795185185,,,
b100d30.csv,LinearSVC(),b100d10.csv,0.690740741,,,
b100d30.csv,LinearSVC(),b100d100.csv,0.333333333,,,
b100d30.csv,LinearSVC(),b5000d10.csv,0.42962963,,,
b100d30.csv,LinearSVC(),b5000d100.csv,0.333333333,,,
b100d30.csv,LinearSVC(),b5000d30.csv,0.642592593,,,
b5000d10.csv,LinearSVC(),b1000d10.csv,0.945925926,,,
b5000d10.csv,LinearSVC(),b1000d100.csv,0.238518519,,,
b5000d10.csv,LinearSVC(),b1000d30.csv,0.488888889,,,
b5000d10.csv,LinearSVC(),b100d10.csv,0.491851852,,,
b5000d10.csv,LinearSVC(),b100d100.csv,0.251111111,,,
b5000d10.csv,LinearSVC(),b100d30.csv,0.332592593,,,
b5000d10.csv,LinearSVC(),b5000d100.csv,0.224814815,,,
b5000d10.csv,LinearSVC(),b5000d30.csv,0.40037037,,,
b5000d100.csv,LinearSVC(),b1000d10.csv,0.386666667,,,
b5000d100.csv,LinearSVC(),b1000d100.csv,0.996296296,,,
b5000d100.csv,LinearSVC(),b1000d30.csv,0.43,,,
b5000d100.csv,LinearSVC(),b100d10.csv,0.334444444,,,
b5000d100.csv,LinearSVC(),b100d100.csv,0.698888889,,,
b5000d100.csv,LinearSVC(),b100d30.csv,0.354814815,,,
b5000d100.csv,LinearSVC(),b5000d10.csv,0.384814815,,,
b5000d100.csv,LinearSVC(),b5000d30.csv,0.416666667,,,
b5000d30.csv,LinearSVC(),b1000d10.csv,0.582962963,,,
b5000d30.csv,LinearSVC(),b1000d100.csv,0.339259259,,,
b5000d30.csv,LinearSVC(),b1000d30.csv,0.995925926,,,
b5000d30.csv,LinearSVC(),b100d10.csv,0.374444444,,,
b5000d30.csv,LinearSVC(),b100d100.csv,0.336666667,,,
b5000d30.csv,LinearSVC(),b100d30.csv,0.662222222,,,
b5000d30.csv,LinearSVC(),b5000d10.csv,0.58,,,
b5000d30.csv,LinearSVC(),b5000d100.csv,0.338888889,,,
b1000d10.csv,MLPClassifier(),b1000d100.csv,0.333333333,,,
b1000d10.csv,MLPClassifier(),b1000d30.csv,0.537407407,,,
b1000d10.csv,MLPClassifier(),b100d10.csv,0.561111111,,,
b1000d10.csv,MLPClassifier(),b100d100.csv,0.333333333,,,
b1000d10.csv,MLPClassifier(),b100d30.csv,0.581481481,,,
b1000d10.csv,MLPClassifier(),b5000d10.csv,0.992962963,,,
b1000d10.csv,MLPClassifier(),b5000d100.csv,0.333333333,,,
b1000d10.csv,MLPClassifier(),b5000d30.csv,0.522592593,,,
b1000d100.csv,MLPClassifier(),b1000d10.csv,0.627037037,,,
b1000d100.csv,MLPClassifier(),b1000d30.csv,0.715185185,,,
b1000d100.csv,MLPClassifier(),b100d10.csv,0.528148148,,,
b1000d100.csv,MLPClassifier(),b100d100.csv,0.846296296,,,
b1000d100.csv,MLPClassifier(),b100d30.csv,0.744814815,,,
b1000d100.csv,MLPClassifier(),b5000d10.csv,0.604814815,,,
b1000d100.csv,MLPClassifier(),b5000d100.csv,0.98,,,
b1000d100.csv,MLPClassifier(),b5000d30.csv,0.74962963,,,
b1000d30.csv,MLPClassifier(),b1000d10.csv,0.823333333,,,
b1000d30.csv,MLPClassifier(),b1000d100.csv,0.701111111,,,
b1000d30.csv,MLPClassifier(),b100d10.csv,0.524074074,,,
b1000d30.csv,MLPClassifier(),b100d100.csv,0.476666667,,,
b1000d30.csv,MLPClassifier(),b100d30.csv,0.670740741,,,
b1000d30.csv,MLPClassifier(),b5000d10.csv,0.773703704,,,
b1000d30.csv,MLPClassifier(),b5000d100.csv,0.618888889,,,
b1000d30.csv,MLPClassifier(),b5000d30.csv,0.981111111,,,
b100d10.csv,MLPClassifier(),b1000d10.csv,0.501851852,,,
b100d10.csv,MLPClassifier(),b1000d100.csv,0.333333333,,,
b100d10.csv,MLPClassifier(),b1000d30.csv,0.294074074,,,
b100d10.csv,MLPClassifier(),b100d100.csv,0.333333333,,,
b100d10.csv,MLPClassifier(),b100d30.csv,0.333333333,,,
b100d10.csv,MLPClassifier(),b5000d10.csv,0.49037037,,,
b100d10.csv,MLPClassifier(),b5000d100.csv,0.333703704,,,
b100d10.csv,MLPClassifier(),b5000d30.csv,0.314444444,,,
b100d100.csv,MLPClassifier(),b1000d10.csv,0.659259259,,,
b100d100.csv,MLPClassifier(),b1000d100.csv,0.976296296,,,
b100d100.csv,MLPClassifier(),b1000d30.csv,0.591851852,,,
b100d100.csv,MLPClassifier(),b100d10.csv,0.66037037,,,
b100d100.csv,MLPClassifier(),b100d30.csv,0.714444444,,,
b100d100.csv,MLPClassifier(),b5000d10.csv,0.616666667,,,
b100d100.csv,MLPClassifier(),b5000d100.csv,0.855555556,,,
b100d100.csv,MLPClassifier(),b5000d30.csv,0.597407407,,,
b100d30.csv,MLPClassifier(),b1000d10.csv,0.73037037,,,
b100d30.csv,MLPClassifier(),b1000d100.csv,0.46037037,,,
b100d30.csv,MLPClassifier(),b1000d30.csv,0.907407407,,,
b100d30.csv,MLPClassifier(),b100d10.csv,0.669259259,,,
b100d30.csv,MLPClassifier(),b100d100.csv,0.333333333,,,
b100d30.csv,MLPClassifier(),b5000d10.csv,0.693703704,,,
b100d30.csv,MLPClassifier(),b5000d100.csv,0.395185185,,,
b100d30.csv,MLPClassifier(),b5000d30.csv,0.836666667,,,
b5000d10.csv,MLPClassifier(),b1000d10.csv,0.96,,,
b5000d10.csv,MLPClassifier(),b1000d100.csv,0.191481481,,,
b5000d10.csv,MLPClassifier(),b1000d30.csv,0.69,,,
b5000d10.csv,MLPClassifier(),b100d10.csv,0.55962963,,,
b5000d10.csv,MLPClassifier(),b100d100.csv,0.19,,,
b5000d10.csv,MLPClassifier(),b100d30.csv,0.485925926,,,
b5000d10.csv,MLPClassifier(),b5000d100.csv,0.193703704,,,
b5000d10.csv,MLPClassifier(),b5000d30.csv,0.659259259,,,
b5000d100.csv,MLPClassifier(),b1000d10.csv,0.568518519,,,
b5000d100.csv,MLPClassifier(),b1000d100.csv,0.998518519,,,
b5000d100.csv,MLPClassifier(),b1000d30.csv,0.638888889,,,
b5000d100.csv,MLPClassifier(),b100d10.csv,0.438888889,,,
b5000d100.csv,MLPClassifier(),b100d100.csv,0.84,,,
b5000d100.csv,MLPClassifier(),b100d30.csv,0.498518519,,,
b5000d100.csv,MLPClassifier(),b5000d10.csv,0.595185185,,,
b5000d100.csv,MLPClassifier(),b5000d30.csv,0.72962963,,,
b5000d30.csv,MLPClassifier(),b1000d10.csv,0.877777778,,,
b5000d30.csv,MLPClassifier(),b1000d100.csv,0.568148148,,,
b5000d30.csv,MLPClassifier(),b1000d30.csv,0.994074074,,,
b5000d30.csv,MLPClassifier(),b100d10.csv,0.583703704,,,
b5000d30.csv,MLPClassifier(),b100d100.csv,0.412222222,,,
b5000d30.csv,MLPClassifier(),b100d30.csv,0.669259259,,,
b5000d30.csv,MLPClassifier(),b5000d10.csv,0.852222222,,,
b5000d30.csv,MLPClassifier(),b5000d100.csv,0.561851852,,,
b1000d10.csv,RandomForestClassifier(),b1000d100.csv,0.922962963,,,
b1000d10.csv,RandomForestClassifier(),b1000d30.csv,0.928518519,,,
b1000d10.csv,RandomForestClassifier(),b100d10.csv,0.341111111,,,
b1000d10.csv,RandomForestClassifier(),b100d100.csv,0.935185185,,,
b1000d10.csv,RandomForestClassifier(),b100d30.csv,0.940740741,,,
b1000d10.csv,RandomForestClassifier(),b5000d10.csv,0.99962963,,,
b1000d10.csv,RandomForestClassifier(),b5000d100.csv,0.808148148,,,
b1000d10.csv,RandomForestClassifier(),b5000d30.csv,0.856666667,,,
b1000d100.csv,RandomForestClassifier(),b1000d10.csv,0.988888889,,,
b1000d100.csv,RandomForestClassifier(),b1000d30.csv,0.999259259,,,
b1000d100.csv,RandomForestClassifier(),b100d10.csv,0.519259259,,,
b1000d100.csv,RandomForestClassifier(),b100d100.csv,0.99962963,,,
b1000d100.csv,RandomForestClassifier(),b100d30.csv,0.861111111,,,
b1000d100.csv,RandomForestClassifier(),b5000d10.csv,0.972962963,,,
b1000d100.csv,RandomForestClassifier(),b5000d100.csv,0.998518519,,,
b1000d100.csv,RandomForestClassifier(),b5000d30.csv,0.992222222,,,
b1000d30.csv,RandomForestClassifier(),b1000d10.csv,0.941111111,,,
b1000d30.csv,RandomForestClassifier(),b1000d100.csv,0.986666667,,,
b1000d30.csv,RandomForestClassifier(),b100d10.csv,0.651111111,,,
b1000d30.csv,RandomForestClassifier(),b100d100.csv,1,,,
b1000d30.csv,RandomForestClassifier(),b100d30.csv,0.998148148,,,
b1000d30.csv,RandomForestClassifier(),b5000d10.csv,0.96,,,
b1000d30.csv,RandomForestClassifier(),b5000d100.csv,0.876666667,,,
b1000d30.csv,RandomForestClassifier(),b5000d30.csv,0.946666667,,,
b100d10.csv,RandomForestClassifier(),b1000d10.csv,0.997407407,,,
b100d10.csv,RandomForestClassifier(),b1000d100.csv,0.494444444,,,
b100d10.csv,RandomForestClassifier(),b1000d30.csv,0.528148148,,,
b100d10.csv,RandomForestClassifier(),b100d100.csv,0.504074074,,,
b100d10.csv,RandomForestClassifier(),b100d30.csv,0.557037037,,,
b100d10.csv,RandomForestClassifier(),b5000d10.csv,0.94962963,,,
b100d10.csv,RandomForestClassifier(),b5000d100.csv,0.475185185,,,
b100d10.csv,RandomForestClassifier(),b5000d30.csv,0.517037037,,,
b100d100.csv,RandomForestClassifier(),b1000d10.csv,0.925185185,,,
b100d100.csv,RandomForestClassifier(),b1000d100.csv,0.975925926,,,
b100d100.csv,RandomForestClassifier(),b1000d30.csv,0.936666667,,,
b100d100.csv,RandomForestClassifier(),b100d10.csv,0.666296296,,,
b100d100.csv,RandomForestClassifier(),b100d30.csv,0.876296296,,,
b100d100.csv,RandomForestClassifier(),b5000d10.csv,0.798518519,,,
b100d100.csv,RandomForestClassifier(),b5000d100.csv,0.855185185,,,
b100d100.csv,RandomForestClassifier(),b5000d30.csv,0.833703704,,,
b100d30.csv,RandomForestClassifier(),b1000d10.csv,0.833333333,,,
b100d30.csv,RandomForestClassifier(),b1000d100.csv,0.945555556,,,
b100d30.csv,RandomForestClassifier(),b1000d30.csv,0.998518519,,,
b100d30.csv,RandomForestClassifier(),b100d10.csv,0.65037037,,,
b100d30.csv,RandomForestClassifier(),b100d100.csv,0.998888889,,,
b100d30.csv,RandomForestClassifier(),b5000d10.csv,0.831111111,,,
b100d30.csv,RandomForestClassifier(),b5000d100.csv,0.857407407,,,
b100d30.csv,RandomForestClassifier(),b5000d30.csv,0.932592593,,,
b5000d10.csv,RandomForestClassifier(),b1000d10.csv,0.99962963,,,
b5000d10.csv,RandomForestClassifier(),b1000d100.csv,0.894074074,,,
b5000d10.csv,RandomForestClassifier(),b1000d30.csv,0.966296296,,,
b5000d10.csv,RandomForestClassifier(),b100d10.csv,0.51037037,,,
b5000d10.csv,RandomForestClassifier(),b100d100.csv,0.867777778,,,
b5000d10.csv,RandomForestClassifier(),b100d30.csv,0.927777778,,,
b5000d10.csv,RandomForestClassifier(),b5000d100.csv,0.761111111,,,
b5000d10.csv,RandomForestClassifier(),b5000d30.csv,0.877777778,,,
b5000d100.csv,RandomForestClassifier(),b1000d10.csv,0.727407407,,,
b5000d100.csv,RandomForestClassifier(),b1000d100.csv,0.999259259,,,
b5000d100.csv,RandomForestClassifier(),b1000d30.csv,0.997407407,,,
b5000d100.csv,RandomForestClassifier(),b100d10.csv,0.350740741,,,
b5000d100.csv,RandomForestClassifier(),b100d100.csv,0.834074074,,,
b5000d100.csv,RandomForestClassifier(),b100d30.csv,0.858888889,,,
b5000d100.csv,RandomForestClassifier(),b5000d10.csv,0.624814815,,,
b5000d100.csv,RandomForestClassifier(),b5000d30.csv,0.99037037,,,
b5000d30.csv,RandomForestClassifier(),b1000d10.csv,0.944814815,,,
b5000d30.csv,RandomForestClassifier(),b1000d100.csv,0.993703704,,,
b5000d30.csv,RandomForestClassifier(),b1000d30.csv,1,,,
b5000d30.csv,RandomForestClassifier(),b100d10.csv,0.567777778,,,
b5000d30.csv,RandomForestClassifier(),b100d100.csv,1,,,
b5000d30.csv,RandomForestClassifier(),b100d30.csv,1,,,
b5000d30.csv,RandomForestClassifier(),b5000d10.csv,0.915925926,,,
b5000d30.csv,RandomForestClassifier(),b5000d100.csv,0.966296296,,,
