File Trained On,Model,Accuracy,Runtime
b5000d100.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.6592592592592592,6.618545536999996
b5000d30.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.644074074074074,6.215988101999997
b100d10.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.8159259259259259,5.870195088999992
b1000d10.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.7574074074074074,6.953872683000014
b1000d100.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.674074074074074,7.0669356739999785
b100d100.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.7577777777777778,7.50383239300001
b5000d10.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.8792592592592593,8.527365503999988
b1000d30.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.8351851851851851,8.660549360999994
b100d30.csv,AutoSklearnClassifier(memory_limit=4096 n_jobs=-1 per_run_time_limit=12
                      time_left_for_this_task=30),0.835925925925926,10.489721452000026
