Test Size,Model,Accuracy,Runtime
0.4,RandomForestClassifier(),0.9348765432098767,0.48631042266666724
0.4,GradientBoostingClassifier(),0.9318930041152262,4.120486767111112
0.4,DecisionTreeClassifier(),0.9175925925925925,0.01053172800000072
0.4,MLPClassifier(),0.8595679012345678,2.760324475222222
0.4,LinearSVC(),0.8439300411522632,0.05515344855555604
