RandomForestRegressor,0,0.06611322685997374
RandomForestRegressor,1,0.08746422040357694
RandomForestRegressor,2,0.0719507308116189
GradientBoostingRegressor,0,0.07741177856171767
GradientBoostingRegressor,1,0.0923036701517382
GradientBoostingRegressor,2,0.0857023997784604
DecisionTreeRegressor,0,0.08222874224851598
DecisionTreeRegressor,1,0.10487108027349776
DecisionTreeRegressor,2,0.08368024611631097
MLPRegressor,0,0.07884177357714117
MLPRegressor,1,0.09238229547288425
MLPRegressor,2,0.08635504360994826
LinearSVR,0,0.13594191117678678
LinearSVR,1,0.13714748007679983
LinearSVR,2,0.15169288515513202
RandomForestRegressor,0,0.06584051398831735
RandomForestRegressor,1,0.08756988355635455
RandomForestRegressor,2,0.071861760556532
GradientBoostingRegressor,0,0.07742847004132533
GradientBoostingRegressor,1,0.09231391935577418
GradientBoostingRegressor,2,0.08570673624680707
DecisionTreeRegressor,0,0.08280503599954338
DecisionTreeRegressor,1,0.1051786334015936
DecisionTreeRegressor,2,0.08363839997322153
MLPRegressor,0,0.08042878664382146
MLPRegressor,1,0.09785166186264833
MLPRegressor,2,0.08927538651083342
LinearSVR,0,0.13600918626919253
LinearSVR,1,0.13727301998712585
LinearSVR,2,0.151806103040557
RandomForestRegressor,0,0.0655957286894007
RandomForestRegressor,1,0.0874060255587307
RandomForestRegressor,2,0.07161707452183894
GradientBoostingRegressor,0,0.07739869479613967
GradientBoostingRegressor,1,0.09230693049048326
GradientBoostingRegressor,2,0.08570504473867006
DecisionTreeRegressor,0,0.0817999136576484
DecisionTreeRegressor,1,0.10436050213337394
DecisionTreeRegressor,2,0.08349120192235772
MLPRegressor,0,0.08003775804390802
MLPRegressor,1,0.0937634176602223
MLPRegressor,2,0.0880320742852461
LinearSVR,0,0.13607662188610606
LinearSVR,1,0.1374456033667226
LinearSVR,2,0.1520537302281791
RandomForestRegressor,0,0.0656485822781073
RandomForestRegressor,1,0.08776191294591607
RandomForestRegressor,2,0.07181121092977998
GradientBoostingRegressor,0,0.07741992260384253
GradientBoostingRegressor,1,0.09230236350935236
GradientBoostingRegressor,2,0.08570987736563519
DecisionTreeRegressor,0,0.08175450035045662
DecisionTreeRegressor,1,0.1047342870090337
DecisionTreeRegressor,2,0.08378055151895325
MLPRegressor,0,0.07847635949940618
MLPRegressor,1,0.09721003317153
MLPRegressor,2,0.08694249645017435
LinearSVR,0,0.13603777082943885
LinearSVR,1,0.13746620581229485
LinearSVR,2,0.1519947833736323
RandomForestRegressor,0,0.06599062024268836
RandomForestRegressor,1,0.08751054488192296
RandomForestRegressor,2,0.07194873907240244
GradientBoostingRegressor,0,0.07744126524319075
GradientBoostingRegressor,1,0.09230952143289325
GradientBoostingRegressor,2,0.08571545872154838
DecisionTreeRegressor,0,0.08157864272260273
DecisionTreeRegressor,1,0.10446011301461632
DecisionTreeRegressor,2,0.08340341287169716
MLPRegressor,0,0.0789661697105805
MLPRegressor,1,0.09716880045052138
MLPRegressor,2,0.08782160923907908
LinearSVR,0,0.13587595685304005
LinearSVR,1,0.13709241358836455
LinearSVR,2,0.15165947233951094
