File,Model,Accuracy,Std Dev
b5000d100.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.9244444444444444,0.029629629629629617
b5000d30.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.9211111111111111,0.030740740740740735
b100d10.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.8614814814814815,0.023703703703703727
b1000d10.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.912962962962963,0.0011111111111111183
b1000d100.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.9377777777777778,0.015555555555555545
b100d100.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.9251851851851852,0.0251851851851852
b5000d10.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.9233333333333333,0.024814814814814845
b1000d30.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.9011111111111112,0.003333333333333355
b100d30.csv,AutoSklearn2Classifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.9185185185185185,0.021481481481481435
