File,Model,Accuracy,Std Dev,,,
b5000d10.csv,LinearSVC(),0.594814815,0.044357941,,,
b5000d100.csv,LinearSVC(),0.4,0.109963206,,,
b5000d30.csv,LinearSVC(),0.46962963,0.067805095,,,
b1000d10.csv,LinearSVC(),0.511851852,0.080665952,,,
b1000d100.csv,LinearSVC(),0.473333333,0.169545507,,,
b1000d30.csv,LinearSVC(),0.494074074,0.09081554,,,
b100d10.csv,LinearSVC(),0.467777778,0.106892764,,,
b100d100.csv,LinearSVC(),0.523333333,0.090393136,,,
b100d30.csv,LinearSVC(),0.471851852,0.12266698,,,
b5000d10.csv,LinearSVC(),0.544074074,0.063010875,,,
b5000d100.csv,LinearSVC(),0.404444444,0.052136783,,,
b5000d30.csv,LinearSVC(),0.397777778,0.033176586,,,
b1000d10.csv,MLPClassifier(),0.455185185,0.080969774,,,
b1000d100.csv,MLPClassifier(),0.476666667,0.119587769,,,
b1000d30.csv,MLPClassifier(),0.357407407,0.053684543,,,
b100d10.csv,MLPClassifier(),0.53037037,0.038961132,,,
b100d100.csv,MLPClassifier(),0.348148148,0.096452864,,,
b100d30.csv,MLPClassifier(),0.424444444,0.092075594,,,
b5000d10.csv,MLPClassifier(),0.408888889,0.074484051,,,
b5000d100.csv,MLPClassifier(),0.483333333,0.076810565,,,
b5000d30.csv,MLPClassifier(),0.394444444,0.04868645,,,
b1000d10.csv,MLPClassifier(),0.417777778,0.082440484,,,
b1000d100.csv,MLPClassifier(),0.43037037,0.098092926,,,
b1000d30.csv,MLPClassifier(),0.372962963,0.049338561,,,
b100d10.csv,MLPClassifier(),0.404074074,0.084906145,,,
b100d100.csv,MLPClassifier(),0.424444444,0.119425924,,,
b100d30.csv,MLPClassifier(),0.366296296,0.079568452,,,
b5000d10.csv,MLPClassifier(),0.473333333,0.114884089,,,
b5000d100.csv,MLPClassifier(),0.472962963,0.101569305,,,
b5000d30.csv,MLPClassifier(),0.391851852,0.040818108,,,
b1000d10.csv,MLPClassifier(),0.426666667,0.134809727,,,
b1000d100.csv,MLPClassifier(),0.504814815,0.11228149,,,
b1000d30.csv,MLPClassifier(),0.34962963,0.058459886,,,
b100d10.csv,MLPClassifier(),0.56962963,0.087579868,,,
b100d100.csv,MLPClassifier(),0.398888889,0.074577916,,,
b100d30.csv,MLPClassifier(),0.401851852,0.094593202,,,
b5000d10.csv,MLPClassifier(),0.477777778,0.041375526,,,
b5000d100.csv,MLPClassifier(),0.395555556,0.080946052,,,
b5000d30.csv,MLPClassifier(),0.401481481,0.042767756,,,
b1000d10.csv,MLPClassifier(),0.441481481,0.13709008,,,
b1000d100.csv,MLPClassifier(),0.409259259,0.045103143,,,
b1000d30.csv,MLPClassifier(),0.400740741,0.058473963,,,
b100d10.csv,MLPClassifier(),0.601481481,0.063864998,,,
b100d100.csv,MLPClassifier(),0.355925926,0.053753489,,,
b100d30.csv,MLPClassifier(),0.404444444,0.085551547,,,
b5000d10.csv,MLPClassifier(),0.368518519,0.038579012,,,
b5000d100.csv,MLPClassifier(),0.38962963,0.06674481,,,
b5000d30.csv,MLPClassifier(),0.298518519,0.048437875,,,
b1000d10.csv,MLPClassifier(),0.461481481,0.018936034,,,
b1000d100.csv,MLPClassifier(),0.441111111,0.075635397,,,
b1000d30.csv,MLPClassifier(),0.305555556,0.042793407,,,
b100d10.csv,MLPClassifier(),0.531481481,0.100239767,,,
b100d100.csv,MLPClassifier(),0.398148148,0.096729793,,,
b100d30.csv,MLPClassifier(),0.453333333,0.026615177,,,
b5000d10.csv,MLPClassifier(),0.421111111,0.061403342,,,
b5000d100.csv,MLPClassifier(),0.345555556,0.047018077,,,
b5000d30.csv,MLPClassifier(),0.408148148,0.082357246,,,
File,Model,Accuracy,Std Dev,,,
File,Model,Accuracy,Std Dev,,,
File,Model,Accuracy,Std Dev,,,
File,Model,Accuracy,Std Dev,,,
b1000d10.csv,RandomForestClassifier(),0.997407407,0.002771598,,,
b1000d100.csv,RandomForestClassifier(),0.972962963,0.014420683,,,
b1000d30.csv,RandomForestClassifier(),0.985185185,0.006085806,,,
b100d10.csv,RandomForestClassifier(),0.997037037,0.003434674,,,
b100d100.csv,RandomForestClassifier(),0.974444444,0.011379475,,,
b100d30.csv,RandomForestClassifier(),0.985925926,0.007462756,,,
b5000d10.csv,RandomForestClassifier(),0.997407407,0.003434674,,,
b5000d100.csv,RandomForestClassifier(),0.965925926,0.021198649,,,
b5000d30.csv,RandomForestClassifier(),0.982962963,0.008231893,,,
b1000d10.csv,RandomForestClassifier(),0.997777778,0.002159612,,,
b1000d100.csv,RandomForestClassifier(),0.972592593,0.013010495,,,
b1000d30.csv,RandomForestClassifier(),0.983703704,0.007351642,,,
b100d10.csv,RandomForestClassifier(),0.996666667,0.003186046,,,
b100d100.csv,RandomForestClassifier(),0.975925926,0.010006856,,,
b100d30.csv,RandomForestClassifier(),0.986296296,0.005809032,,,
b5000d10.csv,RandomForestClassifier(),0.997777778,0.002721655,,,
b5000d100.csv,RandomForestClassifier(),0.960740741,0.022843176,,,
b5000d30.csv,RandomForestClassifier(),0.982592593,0.00941353,,,
b1000d10.csv,RandomForestClassifier(),0.997037037,0.002511974,,,
b1000d100.csv,RandomForestClassifier(),0.971481481,0.012317251,,,
b1000d30.csv,RandomForestClassifier(),0.985555556,0.005158662,,,
b100d10.csv,RandomForestClassifier(),0.996666667,0.003186046,,,
b100d100.csv,RandomForestClassifier(),0.976666667,0.011805465,,,
b100d30.csv,RandomForestClassifier(),0.987407407,0.005665577,,,
b5000d10.csv,RandomForestClassifier(),0.997777778,0.003590874,,,
b5000d100.csv,RandomForestClassifier(),0.963333333,0.022326914,,,
b5000d30.csv,RandomForestClassifier(),0.982222222,0.006789001,,,
b1000d10.csv,RandomForestClassifier(),0.998148148,0.001656347,,,
b1000d100.csv,RandomForestClassifier(),0.971481481,0.014277285,,,
b1000d30.csv,RandomForestClassifier(),0.986296296,0.006263531,,,
b100d10.csv,RandomForestClassifier(),0.996666667,0.003186046,,,
b100d100.csv,RandomForestClassifier(),0.975185185,0.010899214,,,
b100d30.csv,RandomForestClassifier(),0.985555556,0.007535922,,,
b5000d10.csv,RandomForestClassifier(),0.998148148,0.002868877,,,
b5000d100.csv,RandomForestClassifier(),0.962592593,0.021256807,,,
b5000d30.csv,RandomForestClassifier(),0.983703704,0.006350529,,,
b1000d10.csv,RandomForestClassifier(),0.997407407,0.001888526,,,
b1000d100.csv,RandomForestClassifier(),0.972592593,0.01603323,,,
b1000d30.csv,RandomForestClassifier(),0.983703704,0.007535922,,,
b100d10.csv,RandomForestClassifier(),0.996666667,0.003186046,,,
b100d100.csv,RandomForestClassifier(),0.976666667,0.00948611,,,
b100d30.csv,RandomForestClassifier(),0.986296296,0.006583848,,,
b5000d10.csv,RandomForestClassifier(),0.998148148,0.002868877,,,
b5000d100.csv,RandomForestClassifier(),0.964074074,0.022909136,,,
b5000d30.csv,RandomForestClassifier(),0.981851852,0.007351642,,,
